76.000000	110.000000
74.914508	115.155619
78.931113	116.184678
80.976303	116.236132
84.863767	114.066389
83.481641	110.416555
82.872847	112.841000
82.090826	113.393546
80.992031	112.095009
83.175675	116.321997
84.877665	117.600094
85.333611	114.053386
82.440205	113.655676
86.214672	111.229629
88.729587	111.252237
84.964079	116.949157
87.734818	117.011118
93.707149	116.674634
93.034427	113.796289
94.055229	110.107283
95.690032	114.019374
91.247633	116.973798
89.047660	117.794372
92.776575	118.581226
94.386094	119.562809
94.342433	118.108024
97.698110	117.898597
96.580826	119.950590
92.695467	123.306733
92.776018	123.602631
95.804216	122.648083
95.302540	122.300555
89.190105	122.156150
86.577043	120.122502
89.197376	122.897632
89.459367	128.693519
92.661929	126.407147
93.807748	125.044418
91.578148	124.993771
91.898602	126.805548
92.599129	126.453158
90.938412	128.199864
91.401476	126.628473
97.730172	122.592061
97.631163	126.353299
93.364266	132.529671
92.408416	134.824644
92.446407	130.014083
94.170978	126.003282
96.302480	126.427182
95.022875	124.630066
94.388392	124.220898
97.739257	120.847166
101.237882	120.535850
100.447545	121.224134
96.623127	122.441706
100.488870	121.127978
106.190305	120.965364
104.762440	121.777794
102.627834	120.654580
100.570456	118.716399
104.439748	118.191958
106.317385	119.518256
103.306533	118.877080
100.334270	118.461108
100.465480	119.082691
102.771630	120.594329
104.223608	122.173809
107.257845	119.518847
108.733160	120.071228
110.304757	120.622802
108.199650	117.889082
104.555271	117.750564
106.064658	117.538455
106.671126	117.606424
104.801531	119.589461
108.383382	115.646195
110.317401	113.243415
110.348005	111.572030
112.485152	112.316921
110.259013	112.906820
107.690040	112.782336
106.539821	113.270767
104.502772	112.143527
104.709195	111.022451
104.704384	107.735751
107.654239	107.291960
112.132946	110.612850
111.845159	113.748233
106.071277	111.278409
102.292559	110.078301
104.368945	106.719836
105.471405	106.825946
107.397978	104.836417
106.468642	104.242162
104.893054	104.486589
106.815195	102.564683
105.798118	108.645102
105.008690	113.429163
103.615976	111.304670
100.570444	108.141509
104.011463	109.757075
106.472940	109.332122
106.430025	107.269053
110.308585	106.437850
110.618481	105.775950
109.080955	110.947489
106.079043	115.378666
103.638670	114.647398
103.201606	109.514513
104.248105	108.375886
106.449798	101.279023
104.850439	98.226195
99.760365	99.488038
98.515488	99.008579
100.679986	101.594982
100.049982	99.327746
98.966247	99.114489
100.439228	96.420753
100.545247	95.538753
98.688287	94.454338
101.235334	89.957807
102.307899	89.303381
102.306737	90.594324
103.464202	90.967900
103.705600	91.335363
102.010533	90.790149
102.306778	89.293467
103.806896	90.758627
103.260860	90.405723
97.801647	90.746008
97.120470	95.773766
98.680701	94.462263
101.021007	91.955186
104.714726	91.119845
103.815577	88.228827
102.145856	86.673088
103.039958	83.419225
106.054357	83.650901
104.702336	83.267165
103.563228	86.160651
103.316654	85.619326
102.609092	86.466029
104.680553	88.334488
104.218320	89.283491
105.227959	90.708746
106.240700	89.905026
103.015277	91.716153
98.864813	92.063830
99.231814	92.070881
98.851404	92.700593
95.351166	90.824860
92.759925	87.152719
95.964757	89.144632
99.327409	91.027830
98.704558	89.818763
95.942338	90.796849
96.777431	88.380591
96.308723	90.275300
93.926917	93.089925
94.694266	97.231662
92.594892	98.904934
90.048652	96.541392
89.886958	96.111055
88.909089	98.793592
91.427019	100.135409
92.875807	99.519267
91.376218	96.038465
87.459080	94.862581
89.348003	95.764995
92.240605	97.060140
94.548597	92.480067
92.763035	89.465185
93.537422	90.839147
91.615718	91.217105
88.511617	92.383406
88.309758	91.467954
90.047657	91.150532
91.096046	89.590794
88.545243	90.314672
89.995162	86.889992
86.716789	86.724844
82.215579	88.614889
81.317527	87.163409
81.396078	85.905055
83.256770	87.825453
81.268972	89.534095
82.421613	91.447677
81.722291	93.372732
79.141714	94.454164
80.721216	96.488783
83.283926	96.425037
78.935099	97.047669
77.514839	96.558013
78.097140	95.884497
77.347550	93.457779
77.355544	95.042726
78.187981	99.602408
78.275475	100.309272
76.929099	99.432961
75.246042	100.896150
74.921134	99.959110
76.940695	102.494534
80.416553	100.155769
79.236139	99.697715
76.627465	103.345206
74.255076	107.182945
